42. 417.8547649383545 (-7.652028733161385; 12.622556217706535; 18.98326714191179; 42.83727666022521; 2.6346195544346633; 16.869724440892732)
43. 440.1478147506714 (-7.654635005983729; 13.308050926951982; 19.460633340790004; 42.85545516623571; 2.7130791838002626; 16.870727918822247)
44. 409.8384208679199 (-7.517162768245633; 12.508585639530986; 18.821666218259796; 42.9846903840708; 2.673463885576176; 16.89806713627125)
45. 412.71445178985596 (-7.574791222905539; 12.430170687898634; 18.768770614127302; 43.127619073087075; 2.6287371655146616; 16.90054394284931)
46. 477.2748622894287 (-7.202159548969398; 12.883493393731897; 18.93019772110278; 43.173179772924875; 2.6336383281105746; 16.770517078458283)
47. 460.04583740234375 (-7.366669237196346; 12.84014319035924; 19.042030018082343; 43.16549395845229; 2.7004348230051844; 16.803650219711113)
48. 441.6915383338928 (-7.513489826749065; 12.856591320742066; 19.088376333439857; 43.1654540529052; 2.7671320320136306; 16.838336076989172)
49. 421.378351688385 (-7.639468192707208; 12.829790381477707; 19.10053616360753; 43.17390761104125; 2.829188103444009; 16.877688395330985)
50. 399.8084487915039 (-7.72301879484459; 12.88485835494009; 19.142032237998702; 43.188305977987085; 2.8896478980592444; 16.914155963379464)
51. 387.2069773674011 (-7.740303045811761; 12.774761763483081; 19.066598023595738; 43.20642769383789; 2.9402594049594013; 16.95959413056656)
52. 382.33413887023926 (-7.760800771734375; 13.0228131732324; 19.244496664121172; 43.226691504055964; 3.0013528604473008; 16.986371763557095)
53. 409.19522285461426 (-7.67473313474847; 12.468067728262074; 18.86409186416069; 43.24437758759355; 3.0316495820940506; 17.052144192315467)
54. 499.8528051376343 (-7.60065092836799; 13.669224436199553; 19.739411568610755; 43.26487923197309; 3.113413764598826; 17.02103869078192)
55. 447.20623874664307 (-7.619826172024208; 12.238537301931594; 18.725553732894834; 43.37199886198797; 2.9644081897497423; 17.021753757292178)
56. 493.4915246963501 (-8.001851907002333; 12.50232738315832; 19.093758787985283; 43.869030418340586; 2.1838306551475015; 16.92153561712371)
57. 417.5031862258911 (-7.68329669044034; 13.54542013024508; 19.539303063839263; 43.90203729922063; 2.249776344399542; 16.911843822019424)
58. 401.4419436454773 (-7.714097592982556; 12.559944276234045; 18.763141315868634; 44.066456335746985; 2.077784680043245; 16.917537626807224)
59. 438.8609085083008 (-7.501726883015461; 12.332705024162092; 18.580424230640705; 44.15160741010345; 2.0390357224344795; 16.933444285340933)
